Game ID,Title,Slug,Categories,Keyword Count,Top Keywords
1325,"Water Sort Puzzle: Color Games","water-sort-puzzle-color-games","strategy|desktop",31,"cool math games water sort puzzle: color games|crazy games water sort puzzle: color games|how to play water sort puzzle: color games|play water sort puzzle: color games|play water sort puzzle: color games for free"
966,"Obby: Dig to the center of the Earth","obby-dig-to-the-center-of-the-earth","hypercasual",31,"cool math games obby: dig to the center of the earth|crazy games obby: dig to the center of the earth|how to play obby: dig to the center of the earth|hyper casual games|instant games"
943,"People tower","people-tower","hypercasual",31,"cool math games people tower|crazy games people tower|how to play people tower|hyper casual games|instant games"
744,"Dead Zone15165","dead-zone15165","shooting",32,"cool math games dead zone15165|crazy games dead zone15165|dead zone15165|dead zone15165 HTML5 game|dead zone15165 browser game"
470,"Gem Dojo","gem-dojo","hypercasual",31,"cool math games gem dojo|crazy games gem dojo|gem dojo|gem dojo HTML5 game|gem dojo browser game"
48,"Rogue Seas Adventure","rogue-seas-adventure","hypercasual",31,"cool math games rogue seas adventure|crazy games rogue seas adventure|how to play rogue seas adventure|hyper casual games|instant games"
1882,"Super Slime Notebook","super-slime-notebook","action|desktop",31,"action games|battle games|combat games|cool math games super slime notebook|crazy games super slime notebook"
1707,"J.O.K.E.R IV","j-o-k-e-r-iv","action|desktop",31,"action games|battle games|combat games|cool math games j.o.k.e.r iv|crazy games j.o.k.e.r iv"
688,"Thung Thung Sahur Merge Forever","thung-thung-sahur-merge-forever","hypercasual",30,"cool math games thung thung sahur merge forever|crazy games thung thung sahur merge forever|how to play thung thung sahur merge forever|hyper casual games|instant games"
529,"Word Maker","word-maker","puzzle",32,"brain games|cool math games word maker|crazy games word maker|how to play word maker|logic games"
183,"Italian Brainrot 3D Puzzle","italian-brainrot-3d-puzzle","puzzle",32,"brain games|cool math games italian brainrot 3d puzzle|crazy games italian brainrot 3d puzzle|how to play italian brainrot 3d puzzle|italian brainrot 3d puzzle"
59,"Gumdrop Blasters","gumdrop-blasters","arcade",31,"arcade games|classic games|cool math games gumdrop blasters|crazy games gumdrop blasters|gumdrop blasters"
27,"Stickman Hero Skibidi Tower Defense","stickman-hero-skibidi-tower-defense","puzzle",32,"brain games|cool math games stickman hero skibidi tower defense|crazy games stickman hero skibidi tower defense|how to play stickman hero skibidi tower defense|logic games"
2046,"Hungry Plant","hungry-plant","action|desktop",32,"action games|battle games|combat games|cool math games hungry plant|crazy games hungry plant"
1644,"Rock Music","rock-music","logic|desktop",30,"brain teasers|cool math games rock music|crazy games rock music|how to play rock music|logic games"
1495,"Mad City Prison Escape","mad-city-prison-escape","action|desktop",32,"action games|battle games|combat games|cool math games mad city prison escape|crazy games mad city prison escape"
999,"Brainrot Garden. Merge Cats","brainrot-garden-merge-cats","puzzle",32,"brain games|brainrot garden. merge cats|brainrot garden. merge cats HTML5 game|brainrot garden. merge cats browser game|brainrot garden. merge cats cats"
926,"Unicorn Coloring Challenge","unicorn-coloring-challenge","girls",31,"cool math games unicorn coloring challenge|crazy games unicorn coloring challenge|dress up games|girls games|how to play unicorn coloring challenge"
696,"Bubble Shoot Merge Box 2048","bubble-shoot-merge-box-2048","shooting",32,"bubble shoot merge box 2048|bubble shoot merge box 2048 2048|bubble shoot merge box 2048 HTML5 game|bubble shoot merge box 2048 browser game|bubble shoot merge box 2048 bubble"
69,"Word Tangle","word-tangle","clicker",30,"clicker games|cool math games word tangle|crazy games word tangle|how to play word tangle|idle games"
1692,"Monster Trucks Jigsaw","monster-trucks-jigsaw","logic|desktop",31,"brain teasers|cool math games monster trucks jigsaw|crazy games monster trucks jigsaw|how to play monster trucks jigsaw|logic games"
1678,"Zombie Attack","zombie-attack","action",31,"action games|battle games|combat games|cool math games zombie attack|crazy games zombie attack"
922,"Battle SWAT vs Mercenary Remaster","battle-swat-vs-mercenary-remaster","multiplayer",31,"2 player games|battle swat vs mercenary remaster|battle swat vs mercenary remaster HTML5 game|battle swat vs mercenary remaster browser game|battle swat vs mercenary remaster controls"
855,"Space Surfer","space-surfer","arcade",31,"arcade games|classic games|cool math games space surfer|crazy games space surfer|how to play space surfer"
594,"Betweenmarine","betweenmarine","arcade",31,"arcade games|betweenmarine|betweenmarine HTML5 game|betweenmarine arcade game|betweenmarine browser game"
474,"My Baby Unicorn Pony Care 2","my-baby-unicorn-pony-care-2","hypercasual",31,"cool math games my baby unicorn pony care 2|crazy games my baby unicorn pony care 2|how to play my baby unicorn pony care 2|hyper casual games|instant games"
454,"Run Guys: Knockout Royale","run-guys-knockout-royale","racing",32,"car games|cool math games run guys: knockout royale|crazy games run guys: knockout royale|driving games|how to play run guys: knockout royale"
2032,"They Fall","they-fall","action|desktop",32,"action games|battle games|combat games|cool math games they fall|crazy games they fall"
984,"Kim Jong Un LOL Face","kim-jong-un-lol-face","puzzle",32,"brain games|cool math games kim jong un lol face|crazy games kim jong un lol face|how to play kim jong un lol face|kim jong un lol face"
967,"Soccer Volley","soccer-volley","sports",31,"athletic games|ball games|cool math games soccer volley|crazy games soccer volley|how to play soccer volley"
826,"Pin Away Puzzle   Tap It Out","pin-away-puzzle-tap-it-out","puzzle",32,"brain games|cool math games pin away puzzle   tap it out|crazy games pin away puzzle   tap it out|how to play pin away puzzle   tap it out|logic games"
801,"Monster MakeOver","monster-makeover","puzzle",31,"brain games|cool math games monster makeover|crazy games monster makeover|how to play monster makeover|logic games"
728,"Help sprunky","help-sprunky","puzzle",32,"brain games|cool math games help sprunky|crazy games help sprunky|help sprunky|help sprunky HTML5 game"
444,"Volleyball Fun Coloring","volleyball-fun-coloring","girls",31,"cool math games volleyball fun coloring|crazy games volleyball fun coloring|dress up games|girls games|how to play volleyball fun coloring"
442,"Super Robot Chogokin","super-robot-chogokin","arcade",30,"arcade games|classic games|cool math games super robot chogokin|crazy games super robot chogokin|how to play super robot chogokin"
344,"CircleCrash","circlecrash","racing",32,"car games|circlecrash|circlecrash HTML5 game|circlecrash browser game|circlecrash car"
2049,"Morphshooter","morphshooter","action|desktop",32,"action games|battle games|combat games|cool math games morphshooter|crazy games morphshooter"
2015,"Square Fit","square-fit","action|desktop",32,"action games|battle games|combat games|cool math games square fit|crazy games square fit"
1843,"DOMINATOR","dominator","action|desktop",32,"action games|battle games|combat games|cool math games dominator|crazy games dominator"
913,"Whimsy Workshop","whimsy-workshop","puzzle",32,"brain games|cool math games whimsy workshop|crazy games whimsy workshop|how to play whimsy workshop|logic games"
840,"Tic tac toe   with AI and multiplayer","tic-tac-toe-with-ai-and-multiplayer","multiplayer",30,"2 player games|cool math games tic tac toe   with ai and multiplayer|crazy games tic tac toe   with ai and multiplayer|how to play tic tac toe   with ai and multiplayer|multiplayer games"
680,"Ball Cup Boom","ball-cup-boom","puzzle",31,"ball cup boom|ball cup boom HTML5 game|ball cup boom ball|ball cup boom browser game|ball cup boom controls"
537,"Something below the Sea","something-below-the-sea","adventure",31,"adventure games|cool math games something below the sea|crazy games something below the sea|exploration games|how to play something below the sea"
468,"Screw Sort Puzzle Pin Jam 3D","screw-sort-puzzle-pin-jam-3d","puzzle",32,"brain games|cool math games screw sort puzzle pin jam 3d|crazy games screw sort puzzle pin jam 3d|how to play screw sort puzzle pin jam 3d|logic games"
156,"Merge the Planets: 2048!","merge-the-planets-2048","puzzle",31,"brain games|cool math games merge the planets: 2048!|crazy games merge the planets: 2048!|how to play merge the planets: 2048!|logic games"
144,"Red and Blue Hugli Wugli","red-and-blue-hugli-wugli","adventure",31,"adventure games|cool math games red and blue hugli wugli|crazy games red and blue hugli wugli|exploration games|how to play red and blue hugli wugli"
1810,"Derby Forever Online","derby-forever-online","driving|desktop",31,"car simulator|cool math games derby forever online|crazy games derby forever online|derby forever online|derby forever online HTML5 game"
959,"Bus Route","bus-route","puzzle",31,"brain games|bus route|bus route HTML5 game|bus route browser game|bus route bus"
523,"Obstacube","obstacube","arcade",31,"arcade games|classic games|cool math games obstacube|crazy games obstacube|how to play obstacube"
274,"Ramp Bus Stunt Simulator","ramp-bus-stunt-simulator","action",32,"action games|battle games|combat games|cool math games ramp bus stunt simulator|crazy games ramp bus stunt simulator"
248,"Moto Attack","moto-attack","shooting",32,"cool math games moto attack|crazy games moto attack|fps games|gun games|how to play moto attack"
1361,"Fly Fly Fly","fly-fly-fly","action|desktop",31,"action games|battle games|combat games|cool math games fly fly fly|crazy games fly fly fly"
980,"Crazy Lemmings 2","crazy-lemmings-2","racing",32,"car games|cool math games crazy lemmings 2|crazy games crazy lemmings 2|crazy lemmings 2|crazy lemmings 2 HTML5 game"
832,"Fruit Merge 2048 &amp;ndash; Juicy Puzzle","fruit-merge-2048-amp-ndash-juicy-puzzle","puzzle",32,"brain games|cool math games fruit merge 2048 &amp;ndash; juicy puzzle|crazy games fruit merge 2048 &amp;ndash; juicy puzzle|fruit merge 2048 &amp;ndash; juicy puzzle|fruit merge 2048 &amp;ndash; juicy puzzle 2048"
622,"Flower Magnet","flower-magnet","puzzle",32,"brain games|cool math games flower magnet|crazy games flower magnet|flower magnet|flower magnet HTML5 game"
441,"Zoo Anomaly Simulation","zoo-anomaly-simulation","hypercasual",31,"cool math games zoo anomaly simulation|crazy games zoo anomaly simulation|how to play zoo anomaly simulation|hyper casual games|instant games"
51,"FantasticLandia","fantasticlandia","adventure",31,"adventure games|cool math games fantasticlandia|crazy games fantasticlandia|exploration games|fantasticlandia"
2039,"Double Blob","double-blob","action|desktop",31,"action games|battle games|combat games|cool math games double blob|crazy games double blob"
1918,"Bouncing Bug","bouncing-bug","action|desktop",32,"action games|battle games|bouncing bug|bouncing bug HTML5 game|bouncing bug action game"
897,"Gloomy Princess Favorite Toy","gloomy-princess-favorite-toy","girls",31,"cool math games gloomy princess favorite toy|crazy games gloomy princess favorite toy|dress up games|girls games|gloomy princess favorite toy"
266,"Lollipop Escape Mania","lollipop-escape-mania","hypercasual",31,"cool math games lollipop escape mania|crazy games lollipop escape mania|how to play lollipop escape mania|hyper casual games|instant games"
168,"I Am Security","i-am-security","hypercasual",31,"cool math games i am security|crazy games i am security|how to play i am security|hyper casual games|i am security"
19,"BuildUp 3D","buildup-3d","puzzle",32,"brain games|buildup 3d|buildup 3d HTML5 game|buildup 3d browser game|buildup 3d building"
2004,"Safe Circle Space","safe-circle-space","action|desktop",31,"action games|battle games|combat games|cool math games safe circle space|crazy games safe circle space"
1710,"J.O.K.E.R lll","j-o-k-e-r-lll","action|desktop",32,"action games|battle games|combat games|cool math games j.o.k.e.r lll|crazy games j.o.k.e.r lll"
392,"Tung Tung Sahur Supermarket","tung-tung-sahur-supermarket","arcade",31,"arcade games|classic games|cool math games tung tung sahur supermarket|crazy games tung tung sahur supermarket|how to play tung tung sahur supermarket"
2,"Smithing Master","smithing-master","hypercasual",31,"cool math games smithing master|crazy games smithing master|how to play smithing master|hyper casual games|instant games"
1,"Ocean Small Hospital Doctor","ocean-small-hospital-doctor","hypercasual",30,"cool math games ocean small hospital doctor|crazy games ocean small hospital doctor|how to play ocean small hospital doctor|hyper casual games|instant games"
1611,"Pixel Car Crash Demolition v1","pixel-car-crash-demolition-v1","driving|desktop",31,"car simulator|cool math games pixel car crash demolition v1|crazy games pixel car crash demolition v1|driving games|how to play pixel car crash demolition v1"
1367,"Stickman Airplane","stickman-airplane","3d|desktop",31,"3D browser games|3D games|3D online games|cool math games stickman airplane|crazy games stickman airplane"
1178,"Charge Everything","charge-everything","logic|desktop",31,"brain teasers|charge everything|charge everything HTML5 game|charge everything batteries|charge everything browser game"
960,"LOL Presidential Face","lol-presidential-face","puzzle",32,"brain games|cool math games lol presidential face|crazy games lol presidential face|how to play lol presidential face|logic games"
396,"Tile Stamper","tile-stamper","hypercasual",30,"cool math games tile stamper|crazy games tile stamper|how to play tile stamper|hyper casual games|instant games"
394,"Tricky Arrow 2","tricky-arrow-2","shooting",31,"cool math games tricky arrow 2|crazy games tricky arrow 2|fps games|gun games|how to play tricky arrow 2"
935,"Shuffle Sage","shuffle-sage","puzzle",32,"brain games|cool math games shuffle sage|crazy games shuffle sage|how to play shuffle sage|logic games"
865,"Spirit Drops   From Dew","spirit-drops-from-dew","arcade",31,"arcade games|classic games|cool math games spirit drops   from dew|crazy games spirit drops   from dew|how to play spirit drops   from dew"
312,"Bouncing Balls","bouncing-balls","puzzle",31,"bouncing balls|bouncing balls HTML5 game|bouncing balls ball|bouncing balls balls|bouncing balls browser game"
311,"Labubu and Friends   2Player","labubu-and-friends-2player","arcade",31,"arcade games|classic games|cool math games labubu and friends   2player|crazy games labubu and friends   2player|how to play labubu and friends   2player"
1960,"Ball Or Nothing","ball-or-nothing","action|desktop",32,"action games|ball or nothing|ball or nothing HTML5 game|ball or nothing abilities|ball or nothing action game"
1579,"American Cars Memory","american-cars-memory","logic|desktop",30,"american cars memory|american cars memory HTML5 game|american cars memory browser game|american cars memory controls|american cars memory free"
1572,"Shoot Robbers","shoot-robbers","action|desktop",32,"action games|battle games|combat games|cool math games shoot robbers|crazy games shoot robbers"
1220,"Tanks: The Battles","tanks-the-battles","action|desktop",32,"action games|battle games|combat games|cool math games tanks: the battles|crazy games tanks: the battles"
1137,"Dragon Ball 5 Difference","dragon-ball-5-difference","logic|desktop",30,"brain teasers|cool math games dragon ball 5 difference|crazy games dragon ball 5 difference|dragon ball 5 difference|dragon ball 5 difference HTML5 game"
287,"Shape Whiz","shape-whiz","puzzle",31,"brain games|cool math games shape whiz|crazy games shape whiz|how to play shape whiz|logic games"
166,"Dark Sprint","dark-sprint","arcade",31,"arcade games|classic games|cool math games dark sprint|crazy games dark sprint|dark sprint"
159,"HangertheGuy","hangertheguy","adventure",31,"adventure games|cool math games hangertheguy|crazy games hangertheguy|exploration games|hangertheguy"
1627,"Princess rescue","princess-rescue","action|desktop",32,"action games|battle games|combat games|cool math games princess rescue|crazy games princess rescue"
1243,"Frenzy Farming","frenzy-farming","strategy|desktop",31,"cool math games frenzy farming|crazy games frenzy farming|frenzy farming|frenzy farming HTML5 game|frenzy farming browser game"
949,"Om Nom Run 03","om-nom-run-03","arcade",31,"arcade games|classic games|cool math games om nom run 03|crazy games om nom run 03|how to play om nom run 03"
893,"Fruit catcher apple","fruit-catcher-apple","puzzle",31,"brain games|cool math games fruit catcher apple|crazy games fruit catcher apple|fruit catcher apple|fruit catcher apple HTML5 game"
816,"Cowboy Shooter","cowboy-shooter","shooting",32,"cool math games cowboy shooter|cowboy shooter|cowboy shooter HTML5 game|cowboy shooter browser game|cowboy shooter controls"
671,"Lazzy Birds","lazzy-birds","shooting",32,"cool math games lazzy birds|crazy games lazzy birds|fps games|gun games|how to play lazzy birds"
650,"Italian Brainrot Guess Who","italian-brainrot-guess-who","puzzle",32,"brain games|cool math games italian brainrot guess who|crazy games italian brainrot guess who|how to play italian brainrot guess who|italian brainrot guess who"
636,"Tarcat","tarcat","puzzle",32,"brain games|cool math games tarcat|crazy games tarcat|how to play tarcat|logic games"
600,"Hazard Heights","hazard-heights","racing",32,"car games|cool math games hazard heights|crazy games hazard heights|driving games|hazard heights"
354,"Kids Toy Set Mobile","kids-toy-set-mobile","hypercasual",30,"cool math games kids toy set mobile|crazy games kids toy set mobile|how to play kids toy set mobile|hyper casual games|instant games"
157,"Gangsta Duel","gangsta-duel","adventure",31,"adventure games|cool math games gangsta duel|crazy games gangsta duel|exploration games|gangsta duel"
61,"BTS Princess Coloring Book","bts-princess-coloring-book","puzzle",32,"brain games|bts princess coloring book|bts princess coloring book HTML5 game|bts princess coloring book book|bts princess coloring book browser game"
1969,"Wooden Block Puzzle","wooden-block-puzzle","logic|desktop",30,"brain teasers|cool math games wooden block puzzle|crazy games wooden block puzzle|how to play wooden block puzzle|logic games"
1699,"Summer Beach Parking","summer-beach-parking","driving|desktop",31,"car simulator|cool math games summer beach parking|crazy games summer beach parking|driving games|how to play summer beach parking"
1443,"Legends Head Soccer","legends-head-soccer","sports|desktop",30,"athletic games|ball games|cool math games legends head soccer|crazy games legends head soccer|how to play legends head soccer"
1413,"Floor is Lava 3d","floor-is-lava-3d","3d|desktop",31,"3D browser games|3D games|3D online games|cool math games floor is lava 3d|crazy games floor is lava 3d"
1150,"Stay Alive","stay-alive","logic|desktop",31,"brain teasers|cool math games stay alive|crazy games stay alive|how to play stay alive|logic games"
964,"Noob vs Pro But Archers Minecraft","noob-vs-pro-but-archers-minecraft","hypercasual",30,"cool math games noob vs pro but archers minecraft|crazy games noob vs pro but archers minecraft|how to play noob vs pro but archers minecraft|hyper casual games|instant games"
462,"Stupid Arrow","stupid-arrow","hypercasual",30,"cool math games stupid arrow|crazy games stupid arrow|how to play stupid arrow|hyper casual games|instant games"
340,"The Hidden Booty","the-hidden-booty","puzzle",32,"brain games|cool math games the hidden booty|crazy games the hidden booty|how to play the hidden booty|logic games"
1905,"Paint Sponges","paint-sponges","logic|desktop",31,"brain teasers|cool math games paint sponges|crazy games paint sponges|how to play paint sponges|logic games"
1860,"Crimson Dacha","crimson-dacha","action|desktop",31,"action games|battle games|combat games|cool math games crimson dacha|crazy games crimson dacha"
1751,"Fruit Samurai","fruit-samurai","logic|desktop",31,"brain teasers|cool math games fruit samurai|crazy games fruit samurai|fruit samurai|fruit samurai HTML5 game"
1591,"HexaLau","hexalau","logic|desktop",31,"brain teasers|cool math games hexalau|crazy games hexalau|hexalau|hexalau HTML5 game"
1372,"Globe Quiz","globe-quiz","logic|desktop",31,"brain teasers|cool math games globe quiz|crazy games globe quiz|globe quiz|globe quiz HTML5 game"
1292,"Grand Zombie Swarm 2","grand-zombie-swarm-2","action|desktop",31,"action games|battle games|combat games|cool math games grand zombie swarm 2|crazy games grand zombie swarm 2"
1206,"Mahjong Tiles Quest","mahjong-tiles-quest","logic|desktop",30,"brain teasers|cool math games mahjong tiles quest|crazy games mahjong tiles quest|how to play mahjong tiles quest|logic games"
1154,"Cursed Dreams","cursed-dreams","action|desktop",32,"action games|battle games|combat games|cool math games cursed dreams|crazy games cursed dreams"
1145,"Sumo Smash!","sumo-smash","3d|desktop",31,"3D browser games|3D games|3D online games|cool math games sumo smash!|crazy games sumo smash!"
764,"Get Off My Farm!","get-off-my-farm","shooting",32,"cool math games get off my farm!|crazy games get off my farm!|fps games|get off my farm!|get off my farm! HTML5 game"
550,"Skibidi Toilet Move Face","skibidi-toilet-move-face","hypercasual",31,"cool math games skibidi toilet move face|crazy games skibidi toilet move face|how to play skibidi toilet move face|hyper casual games|instant games"
510,"Obby Rescue","obby-rescue","hypercasual",30,"cool math games obby rescue|crazy games obby rescue|how to play obby rescue|hyper casual games|instant games"
221,"My Memory Boost","my-memory-boost","arcade",31,"arcade games|classic games|cool math games my memory boost|crazy games my memory boost|how to play my memory boost"
2033,"Within the borders","within-the-borders","action|desktop",32,"action games|battle games|combat games|cool math games within the borders|crazy games within the borders"
1954,"Arena Angry Ball","arena-angry-ball","action|desktop",31,"action games|arena angry ball|arena angry ball HTML5 game|arena angry ball action|arena angry ball action game"
1177,"Backrooms: Skibidi Escape","backrooms-skibidi-escape","action|desktop",31,"action games|backrooms: skibidi escape|backrooms: skibidi escape HTML5 game|backrooms: skibidi escape action game|backrooms: skibidi escape backrooms"
656,"Color Yarn Sort","color-yarn-sort","puzzle",32,"brain games|color yarn sort|color yarn sort HTML5 game|color yarn sort browser game|color yarn sort buckets"
198,"Tomb Escaper","tomb-escaper","puzzle",32,"brain games|cool math games tomb escaper|crazy games tomb escaper|how to play tomb escaper|logic games"
193,"Airport Simulator Plane Tycoon","airport-simulator-plane-tycoon","hypercasual",31,"airport simulator plane tycoon|airport simulator plane tycoon HTML5 game|airport simulator plane tycoon airport|airport simulator plane tycoon browser game|airport simulator plane tycoon controls"
1526,"Underground Drift: Legends of Speed","underground-drift-legends-of-speed","driving|desktop",31,"car simulator|cool math games underground drift: legends of speed|crazy games underground drift: legends of speed|driving games|how to play underground drift: legends of speed"
991,"Repeat Pixel Arts","repeat-pixel-arts","puzzle",31,"brain games|cool math games repeat pixel arts|crazy games repeat pixel arts|how to play repeat pixel arts|logic games"
969,"screw bolt 3d","screw-bolt-3d","puzzle",32,"brain games|cool math games screw bolt 3d|crazy games screw bolt 3d|how to play screw bolt 3d|logic games"
932,"Fruits Mania","fruits-mania","puzzle",31,"brain games|cool math games fruits mania|crazy games fruits mania|fruits mania|fruits mania HTML5 game"
582,"Brainrot Merge","brainrot-merge","puzzle",32,"brain games|brainrot merge|brainrot merge HTML5 game|brainrot merge browser game|brainrot merge controls"
1732,"Fight the virus","fight-the-virus","action|desktop",31,"action games|battle games|combat games|cool math games fight the virus|crazy games fight the virus"
1624,"Location of African countries | Quiz","location-of-african-countries-quiz","logic|desktop",30,"brain teasers|cool math games location of african countries | quiz|crazy games location of african countries | quiz|how to play location of african countries | quiz|location of african countries | quiz"
1356,"Sprunki Difference and Sing","sprunki-difference-and-sing","logic|desktop",30,"brain teasers|cool math games sprunki difference and sing|crazy games sprunki difference and sing|how to play sprunki difference and sing|logic games"
1258,"Farm Sheep Idle","farm-sheep-idle","action|desktop",32,"action games|battle games|combat games|cool math games farm sheep idle|crazy games farm sheep idle"
1247,"Tax Runner","tax-runner","action|desktop",32,"action games|battle games|combat games|cool math games tax runner|crazy games tax runner"
958,"Tracky Tracks","tracky-tracks","racing",32,"car games|cool math games tracky tracks|crazy games tracky tracks|driving games|how to play tracky tracks"
898,"Tied Up","tied-up","arcade",31,"arcade games|classic games|cool math games tied up|crazy games tied up|how to play tied up"
874,"Move the Tower","move-the-tower","puzzle",31,"brain games|cool math games move the tower|crazy games move the tower|how to play move the tower|logic games"
708,"Spot The Difference Diffsy_1","spot-the-difference-diffsy_1","puzzle",32,"brain games|cool math games spot the difference diffsy_1|crazy games spot the difference diffsy_1|how to play spot the difference diffsy_1|logic games"
402,"Bus Jam Escape","bus-jam-escape","hypercasual",31,"bus jam escape|bus jam escape HTML5 game|bus jam escape browser game|bus jam escape bus|bus jam escape controls"
329,"Slime Smile","slime-smile","clicker",31,"clicker games|cool math games slime smile|crazy games slime smile|how to play slime smile|idle games"
286,"Balloon Blitz","balloon-blitz","puzzle",32,"balloon blitz|balloon blitz HTML5 game|balloon blitz balloon|balloon blitz balloons|balloon blitz blitz"
102,"Blocks Stack Rush","blocks-stack-rush","arcade",31,"arcade games|blocks stack rush|blocks stack rush HTML5 game|blocks stack rush arcade game|blocks stack rush block"
92,"Rainbow Frontline","rainbow-frontline","shooting",32,"cool math games rainbow frontline|crazy games rainbow frontline|fps games|gun games|how to play rainbow frontline"
1625,"Location of European countries | Quiz","location-of-european-countries-quiz","logic|desktop",30,"brain teasers|cool math games location of european countries | quiz|crazy games location of european countries | quiz|how to play location of european countries | quiz|location of european countries | quiz"
1545,"Fun Coloring Book","fun-coloring-book","logic|desktop",31,"brain teasers|cool math games fun coloring book|crazy games fun coloring book|fun coloring book|fun coloring book HTML5 game"
1523,"GTA Motorbikes Puzzle","gta-motorbikes-puzzle","logic|desktop",31,"brain teasers|cool math games gta motorbikes puzzle|crazy games gta motorbikes puzzle|gta motorbikes puzzle|gta motorbikes puzzle HTML5 game"
414,"Punching Excavator: Breakdown!","punching-excavator-breakdown","hypercasual",31,"cool math games punching excavator: breakdown!|crazy games punching excavator: breakdown!|how to play punching excavator: breakdown!|hyper casual games|instant games"
271,"Sketer Bear Jump","sketer-bear-jump","arcade",31,"arcade games|classic games|cool math games sketer bear jump|crazy games sketer bear jump|how to play sketer bear jump"
252,"SuperBounce","superbounce","racing",32,"car games|cool math games superbounce|crazy games superbounce|driving games|how to play superbounce"
33,"Battle Tung Tung Sahur 2Player","battle-tung-tung-sahur-2player","action",31,"action games|battle games|battle tung tung sahur 2player|battle tung tung sahur 2player HTML5 game|battle tung tung sahur 2player action game"
1962,"Slasher","slasher","action|desktop",31,"action games|battle games|combat games|cool math games slasher|crazy games slasher"
1709,"Formula Car Stunts","formula-car-stunts","driving|desktop",31,"car simulator|cool math games formula car stunts|crazy games formula car stunts|driving games|formula car stunts"
1344,"3D Golf Adventure","3d-golf-adventure","sports|desktop",30,"3d golf adventure|3d golf adventure HTML5 game|3d golf adventure adventure|3d golf adventure browser game|3d golf adventure controls"
1111,"ChipWorm","chipworm","logic|desktop",31,"brain teasers|chipworm|chipworm HTML5 game|chipworm browser game|chipworm controls"
955,"Pass the ball 3d","pass-the-ball-3d","hypercasual",31,"cool math games pass the ball 3d|crazy games pass the ball 3d|how to play pass the ball 3d|hyper casual games|instant games"
887,"Forest Glade Mysteries","forest-glade-mysteries","puzzle",32,"brain games|cool math games forest glade mysteries|crazy games forest glade mysteries|forest glade mysteries|forest glade mysteries HTML5 game"
809,"3D Tower Defense","3d-tower-defense","action",32,"3d tower defense|3d tower defense HTML5 game|3d tower defense action game|3d tower defense base|3d tower defense browser game"
189,"High Heel Design","high-heel-design","hypercasual",31,"cool math games high heel design|crazy games high heel design|high heel design|high heel design HTML5 game|high heel design browser game"
1836,"Rolling Donut","rolling-donut","action|desktop",32,"action games|battle games|combat games|cool math games rolling donut|crazy games rolling donut"
1712,"This Shouldn't Exist","this-shouldn-t-exist","logic|desktop",30,"brain teasers|cool math games this shouldn't exist|crazy games this shouldn't exist|how to play this shouldn't exist|logic games"
1343,"Halloween 2024 FPS S","halloween-2024-fps-s","action|desktop",32,"action games|battle games|combat games|cool math games halloween 2024 fps s|crazy games halloween 2024 fps s"
1139,"Steve Hardcore","steve-hardcore","logic|desktop",31,"brain teasers|cool math games steve hardcore|crazy games steve hardcore|how to play steve hardcore|logic games"
364,"Hard Path","hard-path","puzzle",32,"brain games|cool math games hard path|crazy games hard path|hard path|hard path HTML5 game"
147,"WavyTrip","wavytrip","arcade",31,"arcade games|classic games|cool math games wavytrip|crazy games wavytrip|how to play wavytrip"
121,"Contagion Clash","contagion-clash","arcade",31,"arcade games|classic games|contagion clash|contagion clash HTML5 game|contagion clash amp"
971,"Acorn Flight","acorn-flight","hypercasual",31,"acorn flight|acorn flight HTML5 game|acorn flight acorn|acorn flight browser game|acorn flight controls"
963,"Hamster Maze","hamster-maze","hypercasual",31,"cool math games hamster maze|crazy games hamster maze|hamster maze|hamster maze HTML5 game|hamster maze browser game"
1930,"Crazy Driver Noob","crazy-driver-noob","logic|desktop",31,"brain teasers|cool math games crazy driver noob|crazy driver noob|crazy driver noob HTML5 game|crazy driver noob box"
1911,"DeadlyVirus","deadlyvirus","action|desktop",32,"action games|battle games|combat games|cool math games deadlyvirus|crazy games deadlyvirus"
1532,"MathBooster","mathbooster","logic|desktop",29,"brain teasers|cool math games mathbooster|crazy games mathbooster|how to play mathbooster|logic games"
1259,"Guys Arena Crown","guys-arena-crown","logic|desktop",31,"brain teasers|cool math games guys arena crown|crazy games guys arena crown|guys arena crown|guys arena crown HTML5 game"
1200,"Friends Battle TNT","friends-battle-tnt","logic|desktop",31,"brain teasers|cool math games friends battle tnt|crazy games friends battle tnt|friends battle tnt|friends battle tnt HTML5 game"
731,"Lafufu Typer","lafufu-typer","girls",31,"cool math games lafufu typer|crazy games lafufu typer|dress up games|girls games|how to play lafufu typer"
299,"Pick The Number","pick-the-number","clicker",30,"clicker games|cool math games pick the number|crazy games pick the number|how to play pick the number|idle games"
2051,"BlocksEliminate","blockseliminate","logic|desktop",30,"blockseliminate|blockseliminate HTML5 game|blockseliminate blocks|blockseliminate browser game|blockseliminate controls"
1293,"Noob vs Obby Two-Player","noob-vs-obby-two-player","logic|desktop",31,"brain teasers|cool math games noob vs obby two-player|crazy games noob vs obby two-player|how to play noob vs obby two-player|logic games"
1282,"Hollow Fly","hollow-fly","action|desktop",32,"action games|battle games|combat games|cool math games hollow fly|crazy games hollow fly"
1210,"Golf World","golf-world","sports|desktop",30,"athletic games|ball games|cool math games golf world|crazy games golf world|golf world"
1102,"Hexagon Drop","hexagon-drop","action|desktop",31,"action games|battle games|combat games|cool math games hexagon drop|crazy games hexagon drop"
